Gene	FDR
cg17953300	5.21904637587706e-37
cg17968795	6.10157876489526e-60
cg17969084	4.42435580745682e-48
cg17975443	1.00255357083048e-48
cg17978425	6.43360760664491e-33
cg17983217	4.2428138321895e-63
cg17983265	1.19034556096522e-39
cg17985646	1.17663319216588e-37
cg17997279	7.19024437708233e-53
cg18002126	1.0068397566828e-16
cg18005901	5.75038591929019e-85
cg18010718	5.32423023736054e-11
cg18023283	3.34132823614827e-43
cg18034737	1.71851570681617e-40
cg18040901	2.05570433616062e-29
cg18041277	2.15064517521079e-21
cg18045100	3.79062574496451e-11
cg18045515	9.94605387311072e-23
cg18055007	4.39065619767284e-62
cg18063733	9.19900263592436e-36
cg18069125	1.84686703905651e-51
cg18070676	1.02540101260009e-63
cg18077971	2.5045748209958e-53
cg18087514	0.00123984345208331
cg18087672	1.66146022363081e-37
cg18091469	6.76691521659238e-24
cg18096251	2.65739466694551e-05
cg18099070	1.34491583140768e-17
cg18103859	1.13156956513311e-39
cg18106312	3.09273098365659e-51
cg18108623	1.15215170376279e-75
cg18109838	2.85860613898167e-51
cg18118147	1.37726416327105e-10
cg18118685	1.83999639172733e-43
cg18121066	1.08681048910556e-50
cg18129621	2.81348628581776e-46
cg18130044	3.17098342840218e-24
cg18132916	8.01907692545073e-17
cg18137308	2.62918922055592e-09
cg18142262	4.28120400647049e-63
cg18147048	0.179741485292937
cg18147485	2.1724256179592e-15
cg18147606	3.78830304942134e-18
cg18156204	7.51829100098341e-62
cg18158151	9.77650393174548e-19
cg18159323	0.000588383136422576
cg18172135	4.12647665462517e-05
cg18172829	1.24849025588221e-54
cg18173726	3.28415758301232e-10
cg18177414	3.53064420306489e-40
cg18183817	1.71774769814715e-42
cg18188717	9.6633421472871e-28
cg18190310	0.000418666217501927
cg18197392	4.91537391581493e-44
cg18206027	1.91461398314168e-86
cg18224395	6.45198626076086e-46
cg18229178	3.82269143674695e-34
cg18229521	1.98225057160786e-63
cg18234111	4.11028226985314e-17
cg18234224	8.13373869699169e-32
cg18235050	1.98115876119301e-46
cg18237551	3.07360445223957e-23
cg18249580	5.1059138355713e-39
cg18249634	7.61361551277997e-49
cg18250028	4.31626716366674e-44
cg18257814	2.41458994900474e-30
cg18260625	7.00008100209764e-43
cg18261069	1.84953187220703e-56
cg18273840	1.92334521919179e-15
cg18279094	1.64015633385365e-75
cg18318649	1.13897318540343e-39
cg18322569	4.84580731667158e-43
cg18323466	2.09493094621947e-76
cg18323912	1.22525911837707e-41
cg18324707	1.1731518608684e-73
cg18326642	1.37519885198809e-12
cg18331855	6.12591804263066e-30
cg18350739	1.19825209540144e-85
cg18356974	3.45372457303901e-36
cg18362003	2.11589851073946e-50
cg18363918	7.31403064771462e-12
cg18384778	5.74954354064289e-40
cg18391209	0.0138048172921215
cg18392016	3.86803130865966e-55
cg18396357	2.87608775286582e-08
cg18397450	2.02341730687726e-23
cg18401367	1.25771690644531e-38
cg18409528	6.84213400485893e-51
cg18413131	1.05142958089185e-18
cg18425434	6.3141779840803e-16
cg18430555	3.01105925305479e-34
cg18432768	2.72133103102975e-64
cg18438793	7.89727201762893e-47
cg18443437	2.7811147637972e-09
cg18447772	6.72894927251092e-44
cg18448949	2.05851876738264e-47
cg18450254	1.72162254770868e-28
cg18450582	1.8435613782358e-37
cg18451016	0.000112753457812546
cg18451588	2.4733705460655e-42
cg18454133	5.16886717861636e-14
cg18456523	6.93197516155611e-42
cg18465484	2.73594302732899e-34
cg18470427	1.04279388565141e-16
cg18474072	1.378218298566e-09
cg18475643	1.04266638867816e-43
cg18479593	6.74885908137185e-40
cg18486102	4.27611198776625e-35
cg18496841	1.13985855284335e-24
cg18500192	6.4141769073358e-70
cg18502142	2.5255820764376e-21
cg18507379	8.70405586621828e-38
cg18517266	0.0372083460732475
cg18519308	2.1463304894923e-77
cg18531004	2.22148364090531e-16
cg18553732	9.77495685180423e-71
cg18556788	1.02034973830185e-39
cg18557556	1.13495510293391e-34
cg18559739	3.11561400327424e-19
cg18563413	7.76867843963201e-64
cg18567924	1.14527996662562e-29
cg18579862	1.88552189991162e-26
cg18582260	1.96226588201412e-35
cg18582992	1.39619130476585e-81
cg18586886	4.47123021739657e-45
cg18588323	2.31198329455962e-61
cg18617005	2.35135717026762e-37
cg18618429	5.86742340011571e-46
cg18638914	2.22511158791628e-26
cg18652900	2.87688123107602e-65
cg18663033	3.10936575727672e-56
cg18669209	1.81662946730034e-33
cg18673954	6.83773305434675e-65
cg18684142	4.01670641751344e-08
cg18686665	9.03997725061083e-38
cg18689148	4.10307630451249e-08
cg18690729	2.32834828116698e-07
cg18693395	1.63810863137976e-69
cg18699226	5.58420830349323e-11
cg18705773	4.08445045049441e-41
cg18710784	9.98064294571197e-28
cg18716164	4.94547417016671e-46
cg18722847	3.31792917960948e-39
cg18730034	1.16275978121692e-15
cg18740893	8.80977333145867e-76
cg18747742	1.73426438752041e-09
cg18751133	5.68917637416757e-27
cg18762036	2.15837324811228e-38
cg18766755	7.75021693134715e-18
cg18770350	5.16266933063573e-61
cg18771173	6.0492219927313e-31
cg18781988	1.32284261778681e-29
cg18782604	6.30564602880609e-46
cg18786593	9.53230787202354e-54
cg18786623	5.55567070877522e-28
cg18789663	9.22882624315032e-45
cg18794577	2.39921842041354e-36
cg18800085	2.89002869990374e-78
cg18804777	1.21000602001273e-64
cg18805164	0.000371950374117771
cg18812904	3.87740441255685e-25
cg18820060	5.23897541691005e-21
cg18840956	1.77522981575531e-37
cg18843944	0.00121594529986595
cg18863595	6.27938883375374e-32
cg18877252	1.42389334369453e-75
cg18881873	1.44321313691153e-42
cg18882819	7.13914279937825e-22
cg18884037	5.55232691752141e-24
cg18886245	4.54748879565795e-27
cg18888655	2.70748342102808e-60
cg18891127	2.65576063840147e-30
cg18891712	1.23201361611802e-44
cg18894648	1.8849998178666e-32
cg18905461	2.1647120645107e-41
cg18914211	2.38527519854005e-41
cg18924324	2.46282683853966e-40
cg18932798	2.7774468774563e-72
cg18934441	4.51919849574713e-19
cg18937827	1.91134153441766e-39
cg18947951	1.03938973726705e-46
cg18952796	3.94604686528408e-44
cg18956481	2.81897962485799e-43
cg18960629	1.21231153302253e-77
cg18961681	7.90816292783545e-76
cg18984165	8.31766609168572e-65
cg18991611	8.88825813094254e-58
cg19003326	6.25058080947878e-61
cg19005830	7.53322865088601e-55
cg19006220	7.93371516161449e-17
cg19021076	2.15603327738946e-60
cg19021412	4.29928101335763e-20
cg19045293	4.16891446844241e-32
cg19045644	5.7105392892321e-63
cg19046725	8.28149251117602e-78
cg19047660	4.11862324459776e-14
cg19053239	1.84300013047832e-45
cg19065831	4.13222999769939e-64
cg19074340	1.48571069869915e-23
cg19075377	2.71899363732145e-14
cg19081101	2.3407350160867e-77
cg19091386	3.7155169647614e-10
cg19095568	7.02877007749039e-20
cg19098796	1.39157315735554e-33
cg19099050	1.32499362816963e-49
cg19106932	1.11021370963091e-53
cg19119609	1.3231462199219e-19
cg19124509	8.70627129376147e-13
cg19126300	2.51515014030324e-39
cg19127283	3.02308393923756e-79
cg19129687	1.95150830987208e-35
cg19142026	1.16311826407252e-39
cg19147428	1.92771421770597e-06
cg19153095	1.70702722541381e-16
cg19155518	8.89082399408982e-46
cg19171161	2.08916977322817e-102
cg19178853	7.61283514517794e-73
cg19181528	3.2667705584277e-08
cg19186145	4.49017385398314e-47
cg19190728	3.16724628083622e-53
cg19197915	4.10671690433919e-16
cg19209911	1.62633002433506e-14
cg19212949	7.6340778049224e-14
cg19220719	0.00214034356039691
cg19233043	7.86013726919945e-08
cg19236675	0.605275026063619
cg19239230	1.28494220925357e-28
cg19247841	2.74407195748871e-60
cg19250799	1.14293180149782e-56
cg19254119	3.27997612205004e-47
cg19254176	4.12739807681717e-15
cg19254793	1.4345582384551e-29
cg19254906	3.38631287255735e-56
cg19256731	1.81921025944466e-68
cg19283806	7.880497610197e-38
cg19295951	1.90105346493447e-42
cg19300414	4.51227740466511e-61
cg19300568	1.50821235822348e-28
cg19306063	5.66896664311314e-69
cg19308497	2.0718602751937e-46
cg19310908	2.78300534622839e-75
cg19313373	2.28819535853696e-88
cg19323951	3.58281006336142e-11
cg19343464	1.80220845678692e-57
cg19350360	2.21655731607458e-49
cg19359398	2.35315947497086e-26
cg19367176	2.55306212438408e-10
cg19370043	1.28132290492011e-52
cg19381792	1.35388022072261e-21
cg19384241	0.457844113154226
cg19401033	7.37531302170321e-08
cg19403104	7.61826492152267e-83
cg19412295	5.33207422618011e-34
cg19414598	4.23500428230944e-05
cg19418318	1.99924694929333e-23
cg19418458	8.18953593945856e-12
cg19423622	2.55246022204072e-53
cg19437183	3.79018379336721e-33
cg19437852	3.06325414493631e-96
cg19447962	4.89851941279067e-07
cg19456540	1.40301417890391e-77
cg19457477	5.17732754107544e-34
cg19464917	2.66248057907898e-58
cg19474047	4.07240277328169e-11
cg19483465	4.01092451383643e-18
cg19486070	1.17442463148028e-14
cg19488620	8.36677448993778e-38
cg19493250	7.42015376292052e-90
cg19497031	5.26142526665236e-61
cg19503249	8.03243981245491e-19
cg19505136	1.14408747385632e-17
cg19512268	1.10314974337086e-32
cg19513834	1.27753924893323e-74
cg19516279	2.45332970765257e-63
cg19535896	6.2648446163525e-68
cg19537558	3.18803797847653e-31
cg19537719	4.27928912265486e-31
cg19547192	7.17432105453698e-22
cg19551589	1.56705843947441e-13
cg19566405	1.57537047716228e-09
cg19577779	4.14569064950675e-25
cg19579500	4.4329241759093e-42
cg19585816	2.41291583476996e-63
cg19586661	1.40694765023721e-48
cg19591612	3.51437194389988e-10
cg19592336	3.31251310123638e-30
cg19595750	1.27447449422749e-69
cg19596804	3.70718851356021e-47
cg19602728	2.92277443815619e-25
cg19603134	2.43921578056867e-45
cg19605788	2.31807100972936e-61
cg19619405	2.15543303853762e-51
cg19640166	6.99039609262008e-88
cg19653212	7.19511144369528e-53
cg19664328	1.40511988996749e-55
cg19675288	5.79496491553618e-60
cg19712603	3.43698282719024e-60
cg19716950	2.37758282672702e-43
cg19717586	2.43153811233061e-10
cg19718309	2.60938685691009e-42
cg19720780	1.04420740905188e-07
cg19725343	3.52028729165575e-36
cg19729116	4.72022965685795e-53
cg19734013	0.000353526703096402
cg19757573	3.58244582624578e-27
cg19761848	2.2415799378878e-59
cg19764370	1.28772856224443e-09
cg19769982	3.7009315860213e-54
cg19770292	2.18134043509042e-15
cg19779211	7.96128298114973e-38
cg19806642	1.7088830237829e-62
cg19807257	3.77354300508683e-50
cg19808978	5.85941312997967e-81
cg19809453	1.45403113743702e-51
cg19809499	7.27633150975467e-52
cg19813015	1.61453963832468e-14
cg19814934	5.29064363817998e-71
cg19825483	3.4539263832992e-08
cg19851816	0.0317324368017556
cg19852958	4.36790024963688e-75
cg19859290	1.07005709839605e-82
cg19863592	1.31767121719567e-26
cg19863655	4.10555039013313e-27
cg19870512	6.54726786180053e-42
cg19870898	1.81892927456954e-89
cg19871940	1.84355098698699e-61
cg19881928	7.41388706934664e-42
cg19885761	1.35718506677909e-51
cg19897330	4.2909623168833e-39
cg19897940	2.93996173289202e-84
cg19901801	1.10780007765133e-58
cg19908556	2.12659072707729e-30
cg19911430	7.23810424651873e-08
cg19912142	1.74055799979463e-41
cg19914919	1.87395899818299e-39
cg19915711	3.72111081190309e-23
cg19916740	1.54993719010363e-07
cg19923650	8.87616127450358e-33
cg19933311	0.0442320445070313
cg19933965	1.43408383604835e-35
cg19945931	9.27094918591573e-08
cg19950474	6.74260483056579e-45
cg19953799	2.22401049990143e-12
cg19954537	2.76127125628702e-30
cg19956449	1.46480527400521e-15
cg19958593	8.20739348153469e-19
cg19961228	2.07207995517284e-15
cg19961312	1.17980191715965e-24
cg19961800	5.76594260443918e-16
cg19962116	5.64860407796806e-12
cg19966212	9.70982399433788e-49
cg19967668	7.92007796929378e-25
cg19974227	1.30785826670377e-62
cg19980771	2.53186510232463e-60
cg19981568	3.61874252366869e-39
cg19985056	4.32014649451027e-18
cg19988482	4.68193825691201e-13
cg19990651	1.53138876180746e-32
cg19991916	7.985557780783e-47
cg19992633	3.92913335900893e-43
cg19993573	9.77396475233272e-14
cg19997502	4.43635019841822e-50
cg20011075	4.67725028043839e-11
cg20014398	2.83667675949358e-39
cg20019410	9.53588173950482e-13
cg20029745	1.67171695563086e-78
cg20034792	1.69491139609562e-50
cg20035127	2.61850661447072e-107
cg20042908	3.42950727003512e-09
cg20056542	4.50625509454468e-43
cg20058937	9.72136280842174e-22
cg20064897	1.09116010847068e-09
cg20065768	1.2585630355316e-57
cg20072171	5.01170979760104e-50
cg20075156	8.41979497794658e-16
cg20087413	7.8659714741918e-72
cg20092531	2.45050460546985e-26
cg20098471	2.05541264527109e-46
cg20100745	4.13672855865592e-26
cg20100910	7.70922430371467e-34
cg20106459	1.14818566309048e-38
cg20107395	3.34712043870344e-76
cg20114732	9.75664617558606e-40
cg20122943	1.1995207427443e-16
cg20129210	2.0251662471509e-51
cg20129213	1.45709676916119e-38
cg20137179	4.51056227239871e-28
cg20137991	6.16899878247029e-20
cg20141578	1.85308084193615e-32
cg20141817	3.09160332605379e-21
cg20151476	3.12970327590767e-21
cg20152326	3.46155888771642e-16
cg20167074	5.27195993104942e-48
cg20168806	0.025495134192273
cg20172627	2.82923697165105e-23
cg20175702	7.90971135540465e-85
cg20181739	7.92658205486871e-16
cg20183619	3.38233481987259e-37
cg20197756	4.28374314939339e-88
cg20223392	3.72197977357073e-11
cg20228731	4.52810034141959e-67
cg20229534	3.69855589600736e-49
cg20236424	6.90397874953563e-15
cg20251943	1.62568860762706e-82
cg20254354	1.21474136672916e-63
cg20265043	2.34366553928132e-78
cg20268857	1.95163429852638e-17
cg20272979	3.89496853683449e-08
cg20275528	1.76627718857278e-36
cg20276377	2.16714261299947e-27
cg20278291	3.24829904185768e-32
cg20281962	0.00171958716137581
cg20282303	1.26081689041664e-12
cg20285974	0.000155456898306925
cg20286956	1.25344039245258e-27
cg20291855	6.1972051881589e-24
cg20295992	1.44708582688869e-39
cg20302133	2.7397175274783e-51
cg20306842	5.06122127410555e-34
cg20308663	9.28853581694053e-63
cg20311501	1.8831780769299e-25
cg20329153	8.94402489167003e-29
cg20340866	4.56400510265564e-13
cg20341504	2.9850825835547e-47
cg20360395	0.00044788199121538
cg20368567	2.2330874905458e-90
cg20381372	0.0140786753641691
cg20383521	1.2656567423471e-84
cg20386316	9.19579939220123e-40
cg20395967	3.07260595001523e-61
cg20399509	1.57377316378842e-52
cg20399616	1.01735368330307e-75
cg20401551	7.65700233417665e-38
cg20401567	2.36140327641711e-15
cg20402783	0.917415779279785
cg20415170	1.31531890719392e-55
cg20415486	1.58676817421616e-79
cg20422099	4.89785477304499e-63
cg20431191	7.47620779613445e-33
cg20434926	2.91275801802522e-34
cg20435725	2.67465387947441e-55
cg20443254	6.09901411902525e-36
cg20446334	3.89270515356934e-08
cg20449590	2.25768722929372e-44
cg20454073	5.76572884488545e-77
cg20456954	8.97893241089818e-92
cg20459495	6.43227816512542e-56
cg20486569	9.7901022875447e-48
cg20503956	7.9534417769001e-28
cg20509869	8.66378599304929e-21
cg20519944	6.85810460764846e-06
cg20521389	1.36110855886423e-62
cg20523839	4.51275550884095e-27
cg20525486	9.71502369287801e-11
cg20527270	3.5538358464885e-64
cg20542619	2.55930831020776e-44
cg20558091	0.00347609595873607
cg20564892	6.66635313633877e-06
cg20567847	4.0995071817111e-42
cg20585530	3.98931989829782e-82
cg20592707	5.76638837811655e-30
cg20594671	2.60637245294128e-09
cg20610452	1.00488978642266e-28
cg20615879	1.61016954348523e-27
cg20624391	8.22797727585226e-69
cg20628994	3.45919715080102e-11
cg20634967	6.83898376967721e-53
cg20646846	6.31771842137815e-39
cg20647610	5.43801736580617e-30
cg20648369	1.10181223998079e-14
cg20657864	3.22328007379204e-18
cg20661138	1.56886367869176e-17
cg20662737	5.88711725034842e-40
cg20663376	2.99169263083175e-81
cg20667964	1.12012697023557e-90
cg20670679	5.09899599451992e-08
cg20675505	3.65811887262871e-49
cg20678442	7.73777429182677e-41
cg20684180	1.43985918145116e-47
cg20686446	7.03955771058567e-07
cg20687242	2.90877505005279e-21
cg20693607	3.80301911035106e-59
cg20698924	1.03472404918832e-72
cg20699839	2.58296393270521e-13
cg20701926	3.37022675901581e-89
cg20704537	2.04848562656827e-10
cg20705938	1.25751388246251e-35
cg20707230	1.41476972723413e-10
cg20716515	1.53730238763634e-16
cg20723355	1.2416696622006e-63
cg20739435	1.87141207294782e-84
cg20740157	6.43080055931432e-54
cg20750832	1.10211030354371e-27
cg20764358	1.88744571131643e-12
cg20776829	2.3045040550968e-59
cg20784899	4.54005709267775e-60
cg20801007	0.00147849830282254
cg20803796	5.37446939607176e-27
cg20806180	2.99787088809762e-15
cg20810478	6.45929036128671e-13
cg20844851	2.76755189162116e-61
cg20853771	2.09078915127082e-05
cg20867963	1.71476558808965e-36
cg20871586	4.1571222940023e-22
cg20872937	9.76921053451056e-50
cg20881942	1.66848952168992e-73
cg20883831	1.47571158344377e-06
cg20888142	8.15864074325507e-85
cg20893717	1.26934837145266e-33
cg20898829	7.38121331266231e-09
cg20906524	2.37928911725756e-32
cg20916523	5.42313189690994e-18
cg20927242	1.68026508817591e-42
cg20927661	2.26576441839523e-20
cg20929387	9.76859522502837e-60
cg20944305	7.22295070511888e-64
cg20945566	2.33046078802664e-32
cg20952901	1.9587611571581e-53
cg20962444	1.12740027395306e-22
cg20980783	1.61710610395613e-68
cg20985450	2.37316691291018e-72
cg21001198	1.14768638980105e-65
cg21017887	7.60210339122361e-24
cg21026830	1.34154270490774e-52
cg21039708	1.98324321558872e-56
cg21042456	4.75567485283596e-51
cg21046148	1.2577778150542e-31
cg21049501	4.36474838793528e-48
cg21063722	9.260761730934e-37
cg21082028	8.87180039917515e-19
cg21101720	2.31115578676991e-26
cg21126583	1.70083156662203e-22
cg21129006	1.89586552580496e-20
cg21143896	1.63268820577994e-33
cg21158163	1.06288951542556e-07
cg21158633	4.26404216133667e-36
cg21167612	1.06852259326093e-12
cg21167716	6.89573885901283e-11
cg21176130	1.45476643473895e-51
cg21179088	1.7360850328753e-24
cg21183256	1.18136770892151e-32
cg21183523	4.12346193197338e-83
cg21185289	3.63419519967787e-59
cg21189438	1.01833296416647e-26
cg21195256	2.43921395825449e-29
cg21200408	3.67723728034594e-52
cg21221598	2.45915510036061e-30
cg21233003	1.8117732203822e-13
cg21233879	3.08477661990449e-31
cg21235151	1.25384115485665e-23
cg21239940	6.94187340013247e-06
cg21242918	7.62195937303021e-39
cg21249131	2.80275323986627e-17
cg21251385	6.13857172618296e-43
cg21264189	1.73436410222891e-84
cg21277995	1.96413327318783e-51
cg21279510	3.42879878021288e-13
cg21282549	1.32918683645165e-18
cg21282630	8.47132375481504e-54
cg21287054	6.3832729092529e-58
cg21306240	2.68023263527212e-41
cg21323441	9.00064826281747e-69
cg21342392	8.02196657585777e-17
cg21359747	5.12966024857696e-62
cg21383810	3.55312407169334e-49
cg21384402	8.16152112175202e-73
cg21389743	8.60507325205041e-32
cg21398280	1.75348555164366e-09
cg21418534	1.65877281571356e-18
cg21425607	1.03340771866481e-21
cg21425842	1.00021549802541e-22
cg21426003	6.62424835470596e-56
cg21430465	1.55533662390372e-17
cg21442626	2.10496992714432e-35
cg21447117	1.54704122992147e-54
cg21449256	1.99072289762728e-21
cg21459340	1.90289300205394e-43
cg21461649	8.1255618671686e-46
cg21463763	3.4490019618839e-34
cg21472506	2.70441729615142e-58
cg21478921	8.57300749315674e-31
cg21479226	2.24227665453829e-19
cg21482621	7.22240034207033e-45
cg21484228	1.09059241180128e-75
cg21488538	1.13307373641796e-32
cg21491163	4.44432850872273e-16
cg21495612	1.78613713995582e-35
cg21514227	1.48905191098362e-22
cg21517947	5.42171317709275e-66
cg21523564	1.85723391090852e-33
cg21526205	9.01171507199631e-61
cg21535462	1.32388795413989e-32
cg21545611	7.45678965393481e-23
cg21549195	1.27732870111816e-51
cg21549294	1.54600884360505e-25
cg21554552	8.09205265193488e-56
cg21587238	9.19223449169856e-32
cg21603744	0.0551198931000672
cg21606928	6.07622176540806e-05
cg21607030	1.64150877691264e-52
cg21607700	8.19901929711199e-41
cg21609526	9.32916652904597e-05
cg21616051	1.13964101885911e-92
cg21624902	1.98485065033128e-50
cg21629500	5.50340953234168e-38
cg21634602	1.53527613190294e-23
cg21643429	1.74181031186121e-25
cg21646598	1.37964722354855e-62
cg21652958	2.49897573644399e-40
cg21664522	8.38957130720454e-55
cg21667878	3.07719606592303e-43
cg21669679	2.90162752342041e-41
cg21672292	9.19177867500426e-18
cg21678312	5.11092947923354e-35
cg21678377	8.19388840593249e-19
cg21711862	1.50302509033276e-07
cg21723903	3.7510957968052e-16
cg21729992	3.1120653073768e-14
cg21730993	2.50460965320629e-52
cg21746001	9.85863011906632e-74
cg21752469	4.53746033119715e-08
cg21754343	2.97461526523451e-10
cg21766898	3.19798547434635e-15
cg21769093	9.5218815855025e-25
cg21769702	6.88761297143325e-36
cg21770800	1.02348373214517e-32
cg21771200	1.33413892098533e-16
cg21773872	4.53425909573859e-44
cg21779611	2.33812125487797e-40
cg21787965	3.3064862744231e-77
cg21788045	6.61341885971224e-08
cg21790626	1.02071729859574e-36
cg21819468	2.5170881866314e-60
cg21821833	1.08947552268844e-54
cg21823426	1.62975023748232e-28
cg21827317	2.04293054223837e-22
cg21849844	1.18261347587394e-42
cg21858255	5.61643134417751e-42
cg21858614	1.55716033978025e-58
cg21865150	9.84687987483898e-34
cg21876925	2.4371981019128e-70
cg21884231	2.43510088157872e-55
cg21885317	2.46552825815642e-16
cg21899596	2.5237292023065e-55
cg21901718	1.68770502986293e-29
cg21908235	2.71254557483381e-35
cg21913319	6.93813377165581e-23
cg21913897	1.09351040435302e-29
cg21914290	8.97741213763151e-15
cg21935981	1.30069092713648e-10
cg21941030	9.17924251094944e-83
cg21944740	3.78084663789037e-17
cg21950459	0.000316478680586863
cg21974506	5.814224338148e-32
cg21977377	1.11147877783276e-47
cg21981270	1.29093743721841e-52
cg21996149	9.02006039235016e-18
cg22000472	0.134421762858425
cg22009464	4.08365412621279e-43
cg22022580	8.19393009407061e-18
cg22029275	4.16017781906225e-49
cg22031964	4.87917870636357e-38
cg22035501	3.52846668450329e-18
cg22036966	1.47128160534082e-09
cg22039724	5.30089835099463e-95
cg22041137	2.24002163921566e-07
cg22046408	1.41847289104996e-27
cg22052659	7.60717819880503e-43
cg22055815	1.97200956738809e-45
cg22056094	2.6617863982176e-20
cg22070156	3.58209843553405e-07
cg22081371	7.93011559735231e-86
cg22084642	5.0773654560641e-34
cg22104578	1.62438242056106e-31
cg22115892	9.12413038454688e-27
cg22120095	3.7654220731488e-31
cg22125968	4.84100973967034e-23
cg22126211	2.20134055649738e-25
cg22135752	4.77660865676165e-47
cg22152728	1.18210888185237e-57
cg22178238	1.16893163814449e-45
cg22186831	1.65991351903546e-32
cg22191696	4.59509512505136e-33
cg22191981	1.97268135780534e-53
cg22193912	1.0436550176212e-14
cg22195627	9.23842335606021e-12
cg22198853	1.88146962107309e-22
cg22212414	7.41965841191376e-34
cg22212691	6.93630831659333e-43
cg22222281	1.99264921487426e-68
cg22229906	7.22295070511888e-64
cg22232327	3.28865374394213e-35
cg22235018	2.96625517991547e-28
cg22240348	2.44275048288277e-06
cg22254463	1.43414857113813e-08
cg22260952	3.93628234474067e-75
cg22263031	1.183766447147e-24
cg22274539	1.00912737820446e-35
cg22282405	3.30549523893319e-10
cg22287064	6.55251543312981e-38
cg22290648	6.01030567282805e-45
cg22301073	8.84493365277797e-19
cg22304399	1.01548922332968e-10
cg22328837	2.39599968695043e-62
cg22333214	1.66239649892982e-41
cg22336806	2.26579331797046e-08
cg22348992	2.84601291469689e-17
cg22352818	9.49026571023758e-48
cg22361859	8.39761765250419e-14
cg22371492	7.18088515098657e-17
cg22388634	1.13216178343939e-14
cg22399133	1.11131310515565e-54
cg22413388	4.3803955287148e-34
cg22425474	6.20306181720345e-23
cg22434409	2.02799657477577e-40
cg22434923	1.76695269817232e-10
cg22444124	8.57613085307765e-08
cg22455914	1.90273466419814e-76
cg22457668	4.31384367592478e-13
cg22463035	3.66299458660291e-30
cg22471726	7.52151950855454e-30
cg22473620	4.93869976930865e-52
cg22474464	5.76601490935083e-52
cg22478210	1.40838891028771e-14
cg22481448	5.06567551337513e-11
cg22486834	3.37447385085848e-60
cg22488256	2.23852548031869e-84
cg22491927	2.21164222767155e-38
cg22498143	1.29158711743298e-49
cg22500428	2.3148481969143e-27
cg22511877	7.06381115791972e-20
cg22515937	5.73790087595628e-37
cg22529184	7.35233248790385e-60
cg22531183	2.91973268094962e-05
cg22538054	1.06471159372399e-75
cg22541735	4.76367666092797e-25
cg22546374	8.72426158105081e-35
cg22549041	3.16845700452243e-41
cg22549870	2.6104512612715e-25
cg22557662	3.66930335091277e-68
cg22583065	5.00296721041113e-48
cg22598028	1.18111240710373e-40
cg22601108	6.50319157392839e-20
cg22603247	2.81079642262812e-43
cg22614142	5.88675729929733e-13
cg22617773	3.15095649169452e-43
cg22620090	1.66653466101678e-38
cg22623223	4.69484506613527e-39
cg22637538	6.42853689720198e-35
cg22651968	2.00887585985387e-32
cg22655988	1.07766107993631e-07
cg22663872	3.51382088664227e-38
cg22674699	1.17154804548691e-42
cg22676075	0.383994028286447
cg22676401	3.60842228876344e-32
cg22678977	6.77211406092027e-101
cg22679813	1.77231757997624e-27
cg22680204	7.12880563863143e-31
cg22697216	1.89934105471662e-89
cg22698272	9.50844204475249e-16
cg22714290	3.0995164426036e-67
cg22715837	8.34651637889036e-71
cg22719241	3.48223197851103e-09
cg22723143	1.37584265788191e-63
cg22723502	5.34505764581208e-23
cg22728904	5.01537088663188e-76
cg22732636	8.23721486107393e-09
cg22741735	0.000167717942298338
cg22747076	5.42641329072051e-20
cg22757399	1.88522755908206e-20
cg22759823	1.68203267961649e-14
cg22761670	8.52036522676157e-23
cg22763718	3.66105476334016e-61
cg22770135	3.44381833795267e-46
cg22770560	2.29204667703883e-06
cg22773661	4.973875709106e-23
cg22774088	4.08447456616098e-46
cg22777724	1.56136647065213e-09
cg22778178	9.3360819765708e-37
cg22779651	1.2814972444935e-60
cg22784954	1.04604424578391e-64
cg22790377	1.64899437745211e-56
cg22794704	3.01627531103662e-41
cg22795891	1.57377316378842e-52
cg22803560	4.40386901637017e-06
cg22817352	7.18095656443019e-16
cg22826239	1.85598368728569e-57
cg22830113	7.3937739495661e-54
cg22831607	3.14848289111794e-64
cg22837767	1.14835880684562e-23
cg22839075	3.31739447679834e-72
cg22848598	5.01438265233831e-13
cg22853371	3.74313667687253e-69
cg22855020	2.64566884674403e-25
cg22855900	1.40797268132642e-40
cg22859061	6.8188006163434e-50
cg22861116	2.06994354118967e-34
cg22863148	0.00539012828369138
cg22865470	7.15878957695679e-48
cg22868282	1.01641722360028e-80
cg22869726	8.24545452590742e-51
cg22876812	5.20536856017694e-52
cg22877570	4.6969973008315e-10
cg22878622	1.56689036787513e-47
cg22879515	2.58776514303494e-33
cg22881914	1.88775138924685e-62
cg22888181	6.57464678456205e-70
cg22896354	4.77041104602734e-16
cg22898797	6.90544717859479e-37
cg22922861	5.60521661034263e-20
cg22932313	3.29796999967816e-22
cg22940848	3.3272738742371e-94
cg22942804	3.28022712735766e-09
cg22946219	8.19243118255828e-35
cg22958090	4.86862064887036e-09
cg22976224	1.16624154776274e-46
cg22978515	9.99997557442102e-15
cg22986178	1.54717530703165e-08
cg22991512	3.71471194433185e-45
cg22992730	1.19402643618677e-50
cg22993195	1.97158107557395e-41
cg22994198	6.08752266996623e-05
cg23004031	5.17522174856355e-47
cg23004758	1.66716573998047e-51
cg23011597	6.63749894858029e-78
cg23030069	1.14155825988926e-50
cg23041295	1.87083437760612e-22
